ID,MEMBER_MAPPING_ID,MEMBER_MAPPING_ROW,VARIABLE_ID,IS_SOURCE,MEMBER_ID,VALID_FROM,VALID_TO,MEMBER_HIERARCHY
5156,DPM_BAS_MCY_APL,93,ACCNTNG_CLSSFCTN,false,ACCNTNG_CLSSFCTN_15,,,
5157,DPM_BAS_MCY_APL,93,HLD_SL_INDCTR,false,HLD_SL_INDCTR_2,,,
5158,DPM_BAS_MCY_APL,93,MSRMNT_MTHD,false,MSRMNT_MTHD_0,,,
5159,DPM_BAS_MCY_APL,93,SBJCT_IMPRMNT_INDCTR,false,SBJCT_IMPRMNT_INDCTR_-1,,,
5160,DPM_BAS_MCY_APL,94,EBA_MCY,true,EBA_MC_EBA_x130,,,
5161,DPM_BAS_MCY_APL,94,EBA_APL,true,EBA_PL_EBA_x14,,,
5162,DPM_BAS_MCY_APL,94,EBA_BAS,true,EBA_BA_EBA_x6,,,
5163,DPM_BAS_MCY_APL,94,INSTRMNT_TYP_PRDCT,false,TYP_INSTRMNT_241,,,
5164,DPM_BAS_MCY_APL,94,ACCNTNG_CLSSFCTN,false,ACCNTNG_CLSSFCTN_47,,,
5165,DPM_BAS_MCY_APL,94,HLD_SL_INDCTR,false,HLD_SL_INDCTR_2,,,
5166,DPM_BAS_MCY_APL,94,MSRMNT_MTHD,false,MSRMNT_MTHD_0,,,
5167,DPM_BAS_MCY_APL,94,SBJCT_IMPRMNT_INDCTR,false,SBJCT_IMPRMNT_INDCTR_2,,,
5168,DPM_BAS_MCY_APL,95,EBA_MCY,true,EBA_MC_EBA_x130,,,
5169,DPM_BAS_MCY_APL,95,EBA_APL,true,EBA_PL_EBA_x500,,,
5170,DPM_BAS_MCY_APL,95,EBA_BAS,true,EBA_BA_EBA_x6,,,
5171,DPM_BAS_MCY_APL,95,INSTRMNT_TYP_PRDCT,false,TYP_INSTRMNT_241,,,
5172,DPM_BAS_MCY_APL,95,ACCNTNG_CLSSFCTN,false,ACCNTNG_CLSSFCTN_41,,,
5173,DPM_BAS_MCY_APL,95,HLD_SL_INDCTR,false,HLD_SL_INDCTR_2,,,
