ID,CUBE_STRUCTURE_ID,CUBE_VARIABLE_CODE,VARIABLE_ID,ROLE,ORDER,SUBDOMAIN_ID,VARIABLE_SET_ID,MEMBER_ID,DIMENSION_TYPE,ATTRIBUTE_ASSOCIATED_VARIABLE,IS_FLOW,IS_MANDATORY,DESCRIPTION,IS_IMPLEMENTED,IS_IDENTIFIER
1,LogEntry,LogEntry__action_time__0,action_time,,,,,,,,,,,,
2,LogEntry,LogEntry__object_repr__0,object_repr,,,,,,,,,,,,
3,Permission,Permission__name__0,name,,,,,,,,,,,,
4,Permission,Permission__codename__0,codename,,,,,,,,,,,,
5,Group,Group__name__0,name,,,,,,,,,,,,
6,User,User__password__0,password,,,,,,,,,,,,
7,User,User__last_login__0,last_login,,,,,,,,,,,,
8,User,User__is_superuser__0,is_superuser,,,,,,,,,,,,
9,User,User__username__0,username,,,,,,,,,,,,
10,User,User__first_name__0,first_name,,,,,,,,,,,,
11,User,User__last_name__0,last_name,,,,,,,,,,,,
12,User,User__email__0,email,,,,,,,,,,,,
13,User,User__is_staff__0,is_staff,,,,,,,,,,,,
14,User,User__is_active__0,is_active,,,,,,,,,,,,
15,User,User__date_joined__0,date_joined,,,,,,,,,,,,
16,ContentType,ContentType__app_label__0,app_label,,,,,,,,,,,,
17,ContentType,ContentType__model__0,model,,,,,,,,,,,,
18,Session,Session__session_key__0,session_key,,,,,,,,,,,,
19,Session,Session__expire_date__0,expire_date,,,,,,,,,,,,
20,SUBDOMAIN,SUBDOMAIN__subdomain_id__0,subdomain_id,,,,,,,,,,,,
21,SUBDOMAIN,SUBDOMAIN__name__0,name,,,,,,,,,,,,
22,SUBDOMAIN,SUBDOMAIN__is_listed__0,is_listed,,,,,,,,,,,,
23,SUBDOMAIN,SUBDOMAIN__code__0,code,,,,,,,,,,,,
24,SUBDOMAIN,SUBDOMAIN__description__0,description,,,,,,,,,,,,
25,SUBDOMAIN,SUBDOMAIN__is_natural__0,is_natural,,,,,,,,,,,,
26,SUBDOMAIN_ENUMERATION,SUBDOMAIN_ENUMERATION__id__0,id,,,,,,,,,,,,
27,SUBDOMAIN_ENUMERATION,SUBDOMAIN_ENUMERATION__valid_from__0,valid_from,,,,,,,,,,,,
28,SUBDOMAIN_ENUMERATION,SUBDOMAIN_ENUMERATION__valid_to__0,valid_to,,,,,,,,,,,,
29,SUBDOMAIN_ENUMERATION,SUBDOMAIN_ENUMERATION__order__0,order,,,,,,,,,,,,
30,DOMAIN,DOMAIN__domain_id__0,domain_id,,,,,,,,,,,,
31,DOMAIN,DOMAIN__name__0,name,,,,,,,,,,,,
32,DOMAIN,DOMAIN__is_enumerated__0,is_enumerated,,,,,,,,,,,,
33,DOMAIN,DOMAIN__description__0,description,,,,,,,,,,,,
34,DOMAIN,DOMAIN__data_type__0,data_type,,,,,,,,,,,,
35,DOMAIN,DOMAIN__code__0,code,,,,,,,,,,,,
36,DOMAIN,DOMAIN__is_reference__0,is_reference,,,,,,,,,,,,
37,FACET_COLLECTION,FACET_COLLECTION__code__0,code,,,,,,,,,,,,
38,FACET_COLLECTION,FACET_COLLECTION__facet_id__0,facet_id,,,,,,,,,,,,
39,FACET_COLLECTION,FACET_COLLECTION__facet_value_type__0,facet_value_type,,,,,,,,,,,,
40,FACET_COLLECTION,FACET_COLLECTION__name__0,name,,,,,,,,,,,,
41,MAINTENANCE_AGENCY,MAINTENANCE_AGENCY__maintenance_agency_id__0,maintenance_agency_id,,,,,,,,,,,,
42,MAINTENANCE_AGENCY,MAINTENANCE_AGENCY__code__0,code,,,,,,,,,,,,
43,MAINTENANCE_AGENCY,MAINTENANCE_AGENCY__name__0,name,,,,,,,,,,,,
44,MAINTENANCE_AGENCY,MAINTENANCE_AGENCY__description__0,description,,,,,,,,,,,,
45,MEMBER,MEMBER__member_id__0,member_id,,,,,,,,,,,,
46,MEMBER,MEMBER__code__0,code,,,,,,,,,,,,
47,MEMBER,MEMBER__name__0,name,,,,,,,,,,,,
48,MEMBER,MEMBER__description__0,description,,,,,,,,,,,,
49,MEMBER_HIERARCHY,MEMBER_HIERARCHY__member_hierarchy_id__0,member_hierarchy_id,,,,,,,,,,,,
50,MEMBER_HIERARCHY,MEMBER_HIERARCHY__code__0,code,,,,,,,,,,,,
51,MEMBER_HIERARCHY,MEMBER_HIERARCHY__name__0,name,,,,,,,,,,,,
52,MEMBER_HIERARCHY,MEMBER_HIERARCHY__description__0,description,,,,,,,,,,,,
53,MEMBER_HIERARCHY,MEMBER_HIERARCHY__is_main_hierarchy__0,is_main_hierarchy,,,,,,,,,,,,
54,MEMBER_HIERARCHY_NODE,MEMBER_HIERARCHY_NODE__id__0,id,,,,,,,,,,,,
55,MEMBER_HIERARCHY_NODE,MEMBER_HIERARCHY_NODE__level__0,level,,,,,,,,,,,,
56,MEMBER_HIERARCHY_NODE,MEMBER_HIERARCHY_NODE__comparator__0,comparator,,,,,,,,,,,,
57,MEMBER_HIERARCHY_NODE,MEMBER_HIERARCHY_NODE__operator__0,operator,,,,,,,,,,,,
58,MEMBER_HIERARCHY_NODE,MEMBER_HIERARCHY_NODE__valid_from__0,valid_from,,,,,,,,,,,,
59,MEMBER_HIERARCHY_NODE,MEMBER_HIERARCHY_NODE__valid_to__0,valid_to,,,,,,,,,,,,
60,VARIABLE,VARIABLE__variable_id__0,variable_id,,,,,,,,,,,,
61,VARIABLE,VARIABLE__code__0,code,,,,,,,,,,,,
62,VARIABLE,VARIABLE__name__0,name,,,,,,,,,,,,
63,VARIABLE,VARIABLE__description__0,description,,,,,,,,,,,,
64,VARIABLE,VARIABLE__primary_concept__0,primary_concept,,,,,,,,,,,,
65,VARIABLE,VARIABLE__is_decomposed__0,is_decomposed,,,,,,,,,,,,
66,VARIABLE_SET,VARIABLE_SET__variable_set_id__0,variable_set_id,,,,,,,,,,,,
67,VARIABLE_SET,VARIABLE_SET__name__0,name,,,,,,,,,,,,
68,VARIABLE_SET,VARIABLE_SET__code__0,code,,,,,,,,,,,,
69,VARIABLE_SET,VARIABLE_SET__description__0,description,,,,,,,,,,,,
70,VARIABLE_SET_ENUMERATION,VARIABLE_SET_ENUMERATION__id__0,id,,,,,,,,,,,,
71,VARIABLE_SET_ENUMERATION,VARIABLE_SET_ENUMERATION__valid_from__0,valid_from,,,,,,,,,,,,
72,VARIABLE_SET_ENUMERATION,VARIABLE_SET_ENUMERATION__valid_to__0,valid_to,,,,,,,,,,,,
73,VARIABLE_SET_ENUMERATION,VARIABLE_SET_ENUMERATION__is_flow__0,is_flow,,,,,,,,,,,,
74,VARIABLE_SET_ENUMERATION,VARIABLE_SET_ENUMERATION__order__0,order,,,,,,,,,,,,
75,FRAMEWORK,FRAMEWORK__framework_id__0,framework_id,,,,,,,,,,,,
76,FRAMEWORK,FRAMEWORK__name__0,name,,,,,,,,,,,,
77,FRAMEWORK,FRAMEWORK__code__0,code,,,,,,,,,,,,
78,FRAMEWORK,FRAMEWORK__description__0,description,,,,,,,,,,,,
79,FRAMEWORK,FRAMEWORK__framework_type__0,framework_type,,,,,,,,,,,,
80,FRAMEWORK,FRAMEWORK__reporting_population__0,reporting_population,,,,,,,,,,,,
81,FRAMEWORK,FRAMEWORK__other_links__0,other_links,,,,,,,,,,,,
82,FRAMEWORK,FRAMEWORK__order__0,order,,,,,,,,,,,,
83,FRAMEWORK,FRAMEWORK__framework_status__0,framework_status,,,,,,,,,,,,
84,MEMBER_MAPPING,MEMBER_MAPPING__member_mapping_id__0,member_mapping_id,,,,,,,,,,,,
85,MEMBER_MAPPING,MEMBER_MAPPING__name__0,name,,,,,,,,,,,,
86,MEMBER_MAPPING,MEMBER_MAPPING__code__0,code,,,,,,,,,,,,
87,MEMBER_MAPPING_ITEM,MEMBER_MAPPING_ITEM__id__0,id,,,,,,,,,,,,
88,MEMBER_MAPPING_ITEM,MEMBER_MAPPING_ITEM__member_mapping_row__0,member_mapping_row,,,,,,,,,,,,
89,MEMBER_MAPPING_ITEM,MEMBER_MAPPING_ITEM__is_source__0,is_source,,,,,,,,,,,,
90,MEMBER_MAPPING_ITEM,MEMBER_MAPPING_ITEM__valid_from__0,valid_from,,,,,,,,,,,,
91,MEMBER_MAPPING_ITEM,MEMBER_MAPPING_ITEM__valid_to__0,valid_to,,,,,,,,,,,,
92,VARIABLE_MAPPING_ITEM,VARIABLE_MAPPING_ITEM__id__0,id,,,,,,,,,,,,
93,VARIABLE_MAPPING_ITEM,VARIABLE_MAPPING_ITEM__is_source__0,is_source,,,,,,,,,,,,
94,VARIABLE_MAPPING_ITEM,VARIABLE_MAPPING_ITEM__valid_from__0,valid_from,,,,,,,,,,,,
95,VARIABLE_MAPPING_ITEM,VARIABLE_MAPPING_ITEM__valid_to__0,valid_to,,,,,,,,,,,,
96,VARIABLE_MAPPING,VARIABLE_MAPPING__variable_mapping_id__0,variable_mapping_id,,,,,,,,,,,,
97,VARIABLE_MAPPING,VARIABLE_MAPPING__code__0,code,,,,,,,,,,,,
98,VARIABLE_MAPPING,VARIABLE_MAPPING__name__0,name,,,,,,,,,,,,
99,MAPPING_TO_CUBE,MAPPING_TO_CUBE__id__0,id,,,,,,,,,,,,
100,MAPPING_TO_CUBE,MAPPING_TO_CUBE__cube_mapping_id__0,cube_mapping_id,,,,,,,,,,,,
101,MAPPING_TO_CUBE,MAPPING_TO_CUBE__valid_from__0,valid_from,,,,,,,,,,,,
102,MAPPING_TO_CUBE,MAPPING_TO_CUBE__valid_to__0,valid_to,,,,,,,,,,,,
103,MAPPING_DEFINITION,MAPPING_DEFINITION__mapping_id__0,mapping_id,,,,,,,,,,,,
104,MAPPING_DEFINITION,MAPPING_DEFINITION__name__0,name,,,,,,,,,,,,
105,MAPPING_DEFINITION,MAPPING_DEFINITION__mapping_type__0,mapping_type,,,,,,,,,,,,
106,MAPPING_DEFINITION,MAPPING_DEFINITION__code__0,code,,,,,,,,,,,,
107,MAPPING_DEFINITION,MAPPING_DEFINITION__algorithm__0,algorithm,,,,,,,,,,,,
108,AXIS,AXIS__axis_id__0,axis_id,,,,,,,,,,,,
109,AXIS,AXIS__code__0,code,,,,,,,,,,,,
110,AXIS,AXIS__orientation__0,orientation,,,,,,,,,,,,
111,AXIS,AXIS__order__0,order,,,,,,,,,,,,
112,AXIS,AXIS__name__0,name,,,,,,,,,,,,
113,AXIS,AXIS__description__0,description,,,,,,,,,,,,
114,AXIS,AXIS__is_open_axis__0,is_open_axis,,,,,,,,,,,,
115,AXIS_ORDINATE,AXIS_ORDINATE__axis_ordinate_id__0,axis_ordinate_id,,,,,,,,,,,,
116,AXIS_ORDINATE,AXIS_ORDINATE__is_abstract_header__0,is_abstract_header,,,,,,,,,,,,
117,AXIS_ORDINATE,AXIS_ORDINATE__code__0,code,,,,,,,,,,,,
118,AXIS_ORDINATE,AXIS_ORDINATE__order__0,order,,,,,,,,,,,,
119,AXIS_ORDINATE,AXIS_ORDINATE__level__0,level,,,,,,,,,,,,
120,AXIS_ORDINATE,AXIS_ORDINATE__path__0,path,,,,,,,,,,,,
121,AXIS_ORDINATE,AXIS_ORDINATE__name__0,name,,,,,,,,,,,,
122,AXIS_ORDINATE,AXIS_ORDINATE__description__0,description,,,,,,,,,,,,
123,CELL_POSITION,CELL_POSITION__id__0,id,,,,,,,,,,,,
124,ORDINATE_ITEM,ORDINATE_ITEM__id__0,id,,,,,,,,,,,,
125,ORDINATE_ITEM,ORDINATE_ITEM__member_hierarchy_valid_from__0,member_hierarchy_valid_from,,,,,,,,,,,,
126,ORDINATE_ITEM,ORDINATE_ITEM__is_starting_member_included__0,is_starting_member_included,,,,,,,,,,,,
127,TABLE,TABLE__table_id__0,table_id,,,,,,,,,,,,
128,TABLE,TABLE__name__0,name,,,,,,,,,,,,
129,TABLE,TABLE__code__0,code,,,,,,,,,,,,
130,TABLE,TABLE__description__0,description,,,,,,,,,,,,
131,TABLE,TABLE__version__0,version,,,,,,,,,,,,
132,TABLE,TABLE__valid_from__0,valid_from,,,,,,,,,,,,
133,TABLE,TABLE__valid_to__0,valid_to,,,,,,,,,,,,
134,TABLE_CELL,TABLE_CELL__cell_id__0,cell_id,,,,,,,,,,,,
135,TABLE_CELL,TABLE_CELL__is_shaded__0,is_shaded,,,,,,,,,,,,
136,TABLE_CELL,TABLE_CELL__table_cell_combination_id__0,table_cell_combination_id,,,,,,,,,,,,
137,TABLE_CELL,TABLE_CELL__system_data_code__0,system_data_code,,,,,,,,,,,,
138,TABLE_CELL,TABLE_CELL__name__0,name,,,,,,,,,,,,
139,CUBE_STRUCTURE,CUBE_STRUCTURE__cube_structure_id__0,cube_structure_id,,,,,,,,,,,,
140,CUBE_STRUCTURE,CUBE_STRUCTURE__name__0,name,,,,,,,,,,,,
141,CUBE_STRUCTURE,CUBE_STRUCTURE__code__0,code,,,,,,,,,,,,
142,CUBE_STRUCTURE,CUBE_STRUCTURE__description__0,description,,,,,,,,,,,,
143,CUBE_STRUCTURE,CUBE_STRUCTURE__valid_from__0,valid_from,,,,,,,,,,,,
144,CUBE_STRUCTURE,CUBE_STRUCTURE__valid_to__0,valid_to,,,,,,,,,,,,
145,CUBE_STRUCTURE,CUBE_STRUCTURE__version__0,version,,,,,,,,,,,,
146,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__id__0,id,,,,,,,,,,,,
147,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__cube_variable_code__0,cube_variable_code,,,,,,,,,,,,
148,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__role__0,role,,,,,,,,,,,,
149,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__order__0,order,,,,,,,,,,,,
150,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__dimension_type__0,dimension_type,,,,,,,,,,,,
151,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__is_flow__0,is_flow,,,,,,,,,,,,
152,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__is_mandatory__0,is_mandatory,,,,,,,,,,,,
153,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__description__0,description,,,,,,,,,,,,
154,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__is_implemented__0,is_implemented,,,,,,,,,,,,
155,CUBE_STRUCTURE_ITEM,CUBE_STRUCTURE_ITEM__is_identifier__0,is_identifier,,,,,,,,,,,,
156,CUBE,CUBE__cube_id__0,cube_id,,,,,,,,,,,,
157,CUBE,CUBE__name__0,name,,,,,,,,,,,,
158,CUBE,CUBE__code__0,code,,,,,,,,,,,,
159,CUBE,CUBE__cube_type__0,cube_type,,,,,,,,,,,,
160,CUBE,CUBE__is_allowed__0,is_allowed,,,,,,,,,,,,
161,CUBE,CUBE__valid_from__0,valid_from,,,,,,,,,,,,
162,CUBE,CUBE__valid_to__0,valid_to,,,,,,,,,,,,
163,CUBE,CUBE__version__0,version,,,,,,,,,,,,
164,CUBE,CUBE__description__0,description,,,,,,,,,,,,
165,CUBE,CUBE__published__0,published,,,,,,,,,,,,
166,CUBE,CUBE__dataset_url__0,dataset_url,,,,,,,,,,,,
167,CUBE,CUBE__filters__0,filters,,,,,,,,,,,,
168,CUBE,CUBE__di_export__0,di_export,,,,,,,,,,,,
169,CUBE_LINK,CUBE_LINK__cube_link_id__0,cube_link_id,,,,,,,,,,,,
170,CUBE_LINK,CUBE_LINK__code__0,code,,,,,,,,,,,,
171,CUBE_LINK,CUBE_LINK__name__0,name,,,,,,,,,,,,
172,CUBE_LINK,CUBE_LINK__description__0,description,,,,,,,,,,,,
173,CUBE_LINK,CUBE_LINK__valid_from__0,valid_from,,,,,,,,,,,,
174,CUBE_LINK,CUBE_LINK__valid_to__0,valid_to,,,,,,,,,,,,
175,CUBE_LINK,CUBE_LINK__version__0,version,,,,,,,,,,,,
176,CUBE_LINK,CUBE_LINK__order_relevance__0,order_relevance,,,,,,,,,,,,
177,CUBE_LINK,CUBE_LINK__cube_link_type__0,cube_link_type,,,,,,,,,,,,
178,CUBE_LINK,CUBE_LINK__join_identifier__0,join_identifier,,,,,,,,,,,,
179,CUBE_STRUCTURE_ITEM_LINK,CUBE_STRUCTURE_ITEM_LINK__cube_structure_item_link_id__0,cube_structure_item_link_id,,,,,,,,,,,,
180,COMBINATION,COMBINATION__combination_id__0,combination_id,,,,,,,,,,,,
181,COMBINATION,COMBINATION__code__0,code,,,,,,,,,,,,
182,COMBINATION,COMBINATION__name__0,name,,,,,,,,,,,,
183,COMBINATION,COMBINATION__version__0,version,,,,,,,,,,,,
184,COMBINATION,COMBINATION__valid_from__0,valid_from,,,,,,,,,,,,
185,COMBINATION,COMBINATION__valid_to__0,valid_to,,,,,,,,,,,,
186,COMBINATION_ITEM,COMBINATION_ITEM__id__0,id,,,,,,,,,,,,
187,CUBE_TO_COMBINATION,CUBE_TO_COMBINATION__id__0,id,,,,,,,,,,,,
188,MEMBER_LINK,MEMBER_LINK__id__0,id,,,,,,,,,,,,
189,MEMBER_LINK,MEMBER_LINK__is_linked__0,is_linked,,,,,,,,,,,,
190,MEMBER_LINK,MEMBER_LINK__valid_from__0,valid_from,,,,,,,,,,,,
191,MEMBER_LINK,MEMBER_LINK__valid_to__0,valid_to,,,,,,,,,,,,
192,AutomodeConfiguration,AutomodeConfiguration__id__0,id,,,,,,,,,,,,
193,AutomodeConfiguration,AutomodeConfiguration__data_model_type__0,data_model_type,,,,,,,,,,,,
194,AutomodeConfiguration,AutomodeConfiguration__technical_export_source__0,technical_export_source,,,,,,,,,,,,
195,AutomodeConfiguration,AutomodeConfiguration__technical_export_github_url__0,technical_export_github_url,,,,,,,,,,,,
196,AutomodeConfiguration,AutomodeConfiguration__config_files_source__0,config_files_source,,,,,,,,,,,,
197,AutomodeConfiguration,AutomodeConfiguration__config_files_github_url__0,config_files_github_url,,,,,,,,,,,,
198,AutomodeConfiguration,AutomodeConfiguration__test_suite_source__0,test_suite_source,,,,,,,,,,,,
199,AutomodeConfiguration,AutomodeConfiguration__test_suite_github_url__0,test_suite_github_url,,,,,,,,,,,,
200,AutomodeConfiguration,AutomodeConfiguration__bird_content_branch__0,bird_content_branch,,,,,,,,,,,,
201,AutomodeConfiguration,AutomodeConfiguration__test_suite_branch__0,test_suite_branch,,,,,,,,,,,,
202,AutomodeConfiguration,AutomodeConfiguration__when_to_stop__0,when_to_stop,,,,,,,,,,,,
203,AutomodeConfiguration,AutomodeConfiguration__is_active__0,is_active,,,,,,,,,,,,
204,AutomodeConfiguration,AutomodeConfiguration__created_at__0,created_at,,,,,,,,,,,,
205,AutomodeConfiguration,AutomodeConfiguration__updated_at__0,updated_at,,,,,,,,,,,,
206,WorkflowTaskExecution,WorkflowTaskExecution__id__0,id,,,,,,,,,,,,
207,WorkflowTaskExecution,WorkflowTaskExecution__subtask_name__0,subtask_name,,,,,,,,,,,,
208,WorkflowTaskExecution,WorkflowTaskExecution__operation_type__0,operation_type,,,,,,,,,,,,
209,WorkflowTaskExecution,WorkflowTaskExecution__status__0,status,,,,,,,,,,,,
210,WorkflowTaskExecution,WorkflowTaskExecution__started_at__0,started_at,,,,,,,,,,,,
211,WorkflowTaskExecution,WorkflowTaskExecution__completed_at__0,completed_at,,,,,,,,,,,,
212,WorkflowTaskExecution,WorkflowTaskExecution__created_at__0,created_at,,,,,,,,,,,,
213,WorkflowTaskExecution,WorkflowTaskExecution__review_status__0,review_status,,,,,,,,,,,,
214,WorkflowTaskExecution,WorkflowTaskExecution__recovery_action__0,recovery_action,,,,,,,,,,,,
215,WorkflowTaskDependency,WorkflowTaskDependency__id__0,id,,,,,,,,,,,,
216,WorkflowTaskDependency,WorkflowTaskDependency__dependency_type__0,dependency_type,,,,,,,,,,,,
217,WorkflowSession,WorkflowSession__id__0,id,,,,,,,,,,,,
218,WorkflowSession,WorkflowSession__session_id__0,session_id,,,,,,,,,,,,
219,WorkflowSession,WorkflowSession__created_at__0,created_at,,,,,,,,,,,,
220,WorkflowSession,WorkflowSession__updated_at__0,updated_at,,,,,,,,,,,,
221,DPMProcessExecution,DPMProcessExecution__id__0,id,,,,,,,,,,,,
222,DPMProcessExecution,DPMProcessExecution__step_name__0,step_name,,,,,,,,,,,,
223,DPMProcessExecution,DPMProcessExecution__status__0,status,,,,,,,,,,,,
224,DPMProcessExecution,DPMProcessExecution__started_at__0,started_at,,,,,,,,,,,,
225,DPMProcessExecution,DPMProcessExecution__completed_at__0,completed_at,,,,,,,,,,,,
226,DPMProcessExecution,DPMProcessExecution__created_at__0,created_at,,,,,,,,,,,,
227,AnaCreditProcessExecution,AnaCreditProcessExecution__id__0,id,,,,,,,,,,,,
228,AnaCreditProcessExecution,AnaCreditProcessExecution__step_name__0,step_name,,,,,,,,,,,,
229,AnaCreditProcessExecution,AnaCreditProcessExecution__status__0,status,,,,,,,,,,,,
230,AnaCreditProcessExecution,AnaCreditProcessExecution__started_at__0,started_at,,,,,,,,,,,,
231,AnaCreditProcessExecution,AnaCreditProcessExecution__completed_at__0,completed_at,,,,,,,,,,,,
232,AnaCreditProcessExecution,AnaCreditProcessExecution__created_at__0,created_at,,,,,,,,,,,,
233,AnaCreditProcessExecution,AnaCreditProcessExecution__joins_metadata_approved__0,joins_metadata_approved,,,,,,,,,,,,
234,AnaCreditProcessExecution,AnaCreditProcessExecution__execution_code_approved__0,execution_code_approved,,,,,,,,,,,,
235,DatabaseTable,DatabaseTable__id__0,id,,,,,,,,,,,,
236,DatabaseTable,DatabaseTable__name__0,name,,,,,,,,,,,,
237,DerivedTable,DerivedTable__id__0,id,,,,,,,,,,,,
238,DerivedTable,DerivedTable__name__0,name,,,,,,,,,,,,
239,DatabaseField,DatabaseField__id__0,id,,,,,,,,,,,,
240,DatabaseField,DatabaseField__name__0,name,,,,,,,,,,,,
241,Function,Function__id__0,id,,,,,,,,,,,,
242,Function,Function__name__0,name,,,,,,,,,,,,
243,DatabaseRow,DatabaseRow__id__0,id,,,,,,,,,,,,
244,DatabaseRow,DatabaseRow__row_identifier__0,row_identifier,,,,,,,,,,,,
245,DerivedTableRow,DerivedTableRow__id__0,id,,,,,,,,,,,,
246,DerivedTableRow,DerivedTableRow__row_identifier__0,row_identifier,,,,,,,,,,,,
247,DatabaseColumnValue,DatabaseColumnValue__id__0,id,,,,,,,,,,,,
248,DatabaseColumnValue,DatabaseColumnValue__value__0,value,,,,,,,,,,,,
249,EvaluatedFunction,EvaluatedFunction__id__0,id,,,,,,,,,,,,
250,EvaluatedFunction,EvaluatedFunction__value__0,value,,,,,,,,,,,,
251,Trail,Trail__id__0,id,,,,,,,,,,,,
252,Trail,Trail__name__0,name,,,,,,,,,,,,
253,Trail,Trail__created_at__0,created_at,,,,,,,,,,,,
254,MetaDataTrail,MetaDataTrail__id__0,id,,,,,,,,,,,,
255,PopulatedDataBaseTable,PopulatedDataBaseTable__id__0,id,,,,,,,,,,,,
256,EvaluatedDerivedTable,EvaluatedDerivedTable__id__0,id,,,,,,,,,,,,
257,FunctionText,FunctionText__id__0,id,,,,,,,,,,,,
258,FunctionText,FunctionText__language__0,language,,,,,,,,,,,,
259,TableCreationFunction,TableCreationFunction__id__0,id,,,,,,,,,,,,
260,TableCreationFunction,TableCreationFunction__name__0,name,,,,,,,,,,,,
261,AortaTableReference,AortaTableReference__id__0,id,,,,,,,,,,,,
262,AortaTableReference,AortaTableReference__table_content_type__0,table_content_type,,,,,,,,,,,,
263,FunctionColumnReference,FunctionColumnReference__id__0,id,,,,,,,,,,,,
264,DerivedRowSourceReference,DerivedRowSourceReference__id__0,id,,,,,,,,,,,,
265,EvaluatedFunctionSourceValue,EvaluatedFunctionSourceValue__id__0,id,,,,,,,,,,,,
266,TableCreationSourceTable,TableCreationSourceTable__id__0,id,,,,,,,,,,,,
267,TableCreationFunctionColumn,TableCreationFunctionColumn__id__0,id,,,,,,,,,,,,
268,CalculationUsedRow,CalculationUsedRow__id__0,id,,,,,,,,,,,,
269,CalculationUsedRow,CalculationUsedRow__calculation_name__0,calculation_name,,,,,,,,,,,,
270,CalculationUsedField,CalculationUsedField__id__0,id,,,,,,,,,,,,
271,CalculationUsedField,CalculationUsedField__calculation_name__0,calculation_name,,,,,,,,,,,,
272,Task,Task__id__0,id,,,,,,,,,,,,
273,Task,Task__invisible__0,invisible,,,,,,,,,,,,
274,Task,Task__name__0,name,,,,,,,,,,,,
275,ExclusiveGateway,ExclusiveGateway__id__0,id,,,,,,,,,,,,
276,ExclusiveGateway,ExclusiveGateway__invisible__0,invisible,,,,,,,,,,,,
277,ExclusiveGateway,ExclusiveGateway__name__0,name,,,,,,,,,,,,
278,InclusiveGateway,InclusiveGateway__id__0,id,,,,,,,,,,,,
279,InclusiveGateway,InclusiveGateway__invisible__0,invisible,,,,,,,,,,,,
280,InclusiveGateway,InclusiveGateway__name__0,name,,,,,,,,,,,,
281,ParallelGateway,ParallelGateway__id__0,id,,,,,,,,,,,,
282,ParallelGateway,ParallelGateway__invisible__0,invisible,,,,,,,,,,,,
283,ParallelGateway,ParallelGateway__name__0,name,,,,,,,,,,,,
284,SequenceFlow,SequenceFlow__id__0,id,,,,,,,,,,,,
285,SequenceFlow,SequenceFlow__invisible__0,invisible,,,,,,,,,,,,
286,SequenceFlow,SequenceFlow__name__0,name,,,,,,,,,,,,
287,DataConstraint,DataConstraint__id__0,id,,,,,,,,,,,,
288,DataConstraint,DataConstraint__attr1_reference__0,attr1_reference,,,,,,,,,,,,
289,DataConstraint,DataConstraint__comparison__0,comparison,,,,,,,,,,,,
290,DataConstraint,DataConstraint__member_reference__0,member_reference,,,,,,,,,,,,
291,DataConstraint,DataConstraint__value__0,value,,,,,,,,,,,,
292,Scenario,Scenario__name__0,name,,,,,,,,,,,,
293,Scenario,Scenario__invisible__0,invisible,,,,,,,,,,,,
294,ServiceTask,ServiceTask__id__0,id,,,,,,,,,,,,
295,ServiceTask,ServiceTask__invisible__0,invisible,,,,,,,,,,,,
296,ServiceTask,ServiceTask__name__0,name,,,,,,,,,,,,
297,ServiceTask,ServiceTask__enriched_attribute_reference__0,enriched_attribute_reference,,,,,,,,,,,,
298,ServiceTask,ServiceTask__second_attribute_reference__0,second_attribute_reference,,,,,,,,,,,,
299,ServiceTask,ServiceTask__entity_creation_task__0,entity_creation_task,,,,,,,,,,,,
300,ServiceTaskScenario,ServiceTaskScenario__id__0,id,,,,,,,,,,,,
301,SelectionLayer,SelectionLayer__name__0,name,,,,,,,,,,,,
302,SelectionLayer,SelectionLayer__invisible__0,invisible,,,,,,,,,,,,
303,SelectionLayer,SelectionLayer__generated_entity_reference__0,generated_entity_reference,,,,,,,,,,,,
304,ScriptTask,ScriptTask__id__0,id,,,,,,,,,,,,
305,ScriptTask,ScriptTask__invisible__0,invisible,,,,,,,,,,,,
306,ScriptTask,ScriptTask__name__0,name,,,,,,,,,,,,
307,ScriptTask,ScriptTask__output_layer_reference__0,output_layer_reference,,,,,,,,,,,,
308,ScriptTaskSelectionLayer,ScriptTaskSelectionLayer__id__0,id,,,,,,,,,,,,
309,UserTask,UserTask__id__0,id,,,,,,,,,,,,
310,UserTask,UserTask__invisible__0,invisible,,,,,,,,,,,,
311,UserTask,UserTask__name__0,name,,,,,,,,,,,,
312,UserTask,UserTask__entity_reference__0,entity_reference,,,,,,,,,,,,
313,SubProcess,SubProcess__id__0,id,,,,,,,,,,,,
314,SubProcess,SubProcess__invisible__0,invisible,,,,,,,,,,,,
315,SubProcess,SubProcess__name__0,name,,,,,,,,,,,,
316,SubProcessFlowElement,SubProcessFlowElement__id__0,id,,,,,,,,,,,,
317,SubProcessFlowElement,SubProcessFlowElement__flow_element_type__0,flow_element_type,,,,,,,,,,,,
318,SubProcessFlowElement,SubProcessFlowElement__flow_element_id__0,flow_element_id,,,,,,,,,,,,
